Isimler,Soyisimler,TelefonTuru,Departman,Sehir,DogumTarihi,Maas,Telefon,mail,calisanid
OSMAN,YERLİKAYA,Türk Telekom,Yazılım Geliştirme,Bursa,05 Eylül 1979,9838,5516505810,osmanyerlikaya@yandex.com,1459
SİNEM,EMİRLİOĞLU,Vodafone,Mali İşler,Ankara,20 Ekim 1984,5640,5424226913,emirlioğlu.sinem@yahoo.com,1460
ANIL,GÖKÇE,Vodafone,Yazılım Geliştirme,Bursa,01 Temmuz 1983,10969,5472713069,gökçeanil@hotmail.com,1461
KEMAL,BİÇER,Türk Telekom,Yazılım Geliştirme,İstanbul,18 Mayıs 1981,11404,5562638535,biçerkemal@yandex.com,1462
EREN,USUL,Türk Telekom,Yazılım Geliştirme,Kocaeli,31 Mayıs 1981,9270,5555955670,erenusul@yahoo.com,1463
BİLAL,TURAÇ,Vodafone,Yazılım Geliştirme,İstanbul,10 Aralık 1979,10070,5415974699,bilalturaç@yandex.com,1464
İBRAHİM,GÜVEN,Türk Telekom,Mali İşler,Ankara,31 Aralık 1984,7661,5561349589,güven.ibrahim@yandex.com,1465
ATILGAN,ARIK,Türk Telekom,Yazılım Geliştirme,Kocaeli,10 Ocak 1995,5171,5065595276,atilgan.arik@yahoo.com,1466
BERNA,GÜNDÜZ,Türk Telekom,İnsan Kaynakları,Ankara,02 Ekim 1979,14459,5569161804,bernagündüz@gmail.com,1467
SERAP,GÜLTEKİN,Türkcell,Mali İşler,İstanbul,18 Mart 1993,4569,5393172117,gültekinserap@yahoo.com,1468
BEKİR,TUNÇ,Vodafone,Yazılım Geliştirme,İstanbul,27 Kasım 1994,4658,5414927383,bekir_tunç@outlook.com,1469
EYÜP,ÖZKAN,Türkcell,İnsan Kaynakları,Kocaeli,07 Temmuz 1992,5165,5312400866,eyüpözkan@gmail.com,1470
EGEMEN,ÜNAL,Türk Telekom,Mali İşler,Ankara,07 Kasım 1991,5878,5066378031,egemen.ünal@yahoo.com,1471
ALİ,KANNECİ,Türk Telekom,Müşteri İlişkileri ve Satış,Bursa,14 Nisan 1989,3527,5064445411,ali.kanneci@gmail.com,1472
YÜCEL,TEOMAN,Türk Telekom,Yazılım Geliştirme,Ankara,06 Temmuz 1996,5189,5522011705,yücel.teoman@gmail.com,1473
TANER,BAKLACI,Vodafone,Yazılım Geliştirme,Kocaeli,02 Aralık 1985,5897,5447495127,baklacitaner@gmail.com,1474
VAHDETTİN,BARAN,Türk Telekom,Mali İşler,Ankara,09 Kasım 1979,6660,5056003213,baran_vahdettin@hotmail.com,1475
TOLGAHAN,SEVİMLİ,Türk Telekom,Yazılım Geliştirme,İstanbul,02 Ağustos 1986,5211,5062094671,sevimlitolgahan@yandex.com,1476
MUKADDER,SÖYLER,Türk Telekom,Yazılım Geliştirme,Ankara,24 Ağustos 1979,8621,5529646901,söylermukadder@hotmail.com,1477
ENGİN,SARIKAYA,Sabit,Yazılım Geliştirme,İstanbul,02 Şubat 1987,8793,2175786354,sarikayaengin@hotmail.com,1478
SERTAÇ,KONURALP,Türkcell,Yazılım Geliştirme,İstanbul,31 Mart 1989,4541,5356658943,sertaç_konuralp@yahoo.com,1479
CİHAN,DÖNERTAŞ,Sabit,Yazılım Geliştirme,Bursa,03 Ocak 1970,17057,2244677381,cihandönertaş@outlook.com,1480
PINAR,GÖKÇEN,Sabit,Yazılım Geliştirme,İstanbul,30 Kasım 1974,14015,2174449213,pinar.gökçen@hotmail.com,1481
AYŞE,KARATAŞ,Türk Telekom,Mali İşler,Ankara,17 Ocak 1980,7946,5076917760,ayşe.karataş@gmail.com,1482
UĞURAY,BAŞARGAN,Vodafone,Müşteri İlişkileri ve Satış,Bursa,06 Ekim 1975,13701,5486895304,başargan.uğuray@gmail.com,1483
MUSTAFA,KAHRAMAN,Vodafone,Müşteri İlişkileri ve Satış,Ankara,04 Kasım 1992,3764,5452310665,kahramanmustafa@yandex.com,1484
EDA,TOKAT,Vodafone,Yazılım Geliştirme,Ankara,14 Ekim 1994,4647,5431731256,tokateda@gmail.com,1485
ELİF,AYDIN,Türk Telekom,Müşteri İlişkileri ve Satış,Bursa,15 Temmuz 1990,4848,5568898225,aydinelif@hotmail.com,1486
TAYLAN,GÜNDÜZ,Türk Telekom,Yazılım Geliştirme,İstanbul,09 Eylül 1997,3700,5554832463,gündüztaylan@yahoo.com,1487
ABİDİN,BARAN,Türk Telekom,İnsan Kaynakları,İstanbul,08 Ocak 1987,8938,5052530649,abidinbaran@yandex.com,1488
BULUT,DEMİREL,Türk Telekom,Yazılım Geliştirme,İstanbul,06 Eylül 1988,6277,5567590044,bulutdemirel@yandex.com,1489
CUNDULLAH,ÇAVLI,Türk Telekom,Yazılım Geliştirme,Kocaeli,23 Nisan 1997,5454,5554698668,çavli.cundullah@yahoo.com,1490
ADNAN,ATAK,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,24 Eylül 1993,3277,5566298664,adnan.atak@hotmail.com,1491
ERSİN,BÖCÜ,Türk Telekom,İnsan Kaynakları,İstanbul,24 Temmuz 1987,5156,5078144053,böcü.ersin@hotmail.com,1492
ERHAN,CÖMERT,Türk Telekom,Yazılım Geliştirme,Ankara,13 Eylül 1979,8211,5569460152,erhan.cömert@yandex.com,1493
OĞUZ,ÖREN,Vodafone,Müşteri İlişkileri ve Satış,İstanbul,03 Ekim 1987,5155,5429750897,oğuz.ören@yandex.com,1494
HAYRİ,YILDIRIM,Türk Telekom,Yönetim,İstanbul,22 Kasım 1977,11829,5077343379,hayri.yildirim@hotmail.com,1495
NURİ,ŞENGÜLEROĞLU,Vodafone,Yazılım Geliştirme,İstanbul,03 Ağustos 1979,8266,5488463040,şengüleroğlunuri@hotmail.com,1496
SELMA,AKKAYA,Türk Telekom,Yazılım Geliştirme,Kocaeli,15 Eylül 1979,8257,5566007980,akkayaselma@gmail.com,1497
ESİN,İLHAN,Türk Telekom,Yazılım Geliştirme,İstanbul,13 Haziran 1970,15815,5519373182,ilhan.esin@yahoo.com,1498
YAKUP,YAYIKÇI,Türk Telekom,Yazılım Geliştirme,İstanbul,01 Temmuz 1988,9734,5528865792,yayikçiyakup@hotmail.com,1499
AHMET,KOR,Vodafone,Yazılım Geliştirme,İstanbul,29 Kasım 1991,4039,5432490366,ahmet.kor@hotmail.com,1500
ABDULLATİF,ŞİRİN,Türk Telekom,Yazılım Geliştirme,Ankara,15 Mayıs 1993,4094,5537608002,şirin.abdullatif@hotmail.com,1501
FATİH,KURT,Türk Telekom,Yazılım Geliştirme,İstanbul,31 Mart 1969,14718,5524902800,kurtfatih@gmail.com,1502
ÖZLEM,AKDEMİR,Vodafone,İnsan Kaynakları,İstanbul,19 Kasım 1993,6465,5457000767,özlem.akdemir@gmail.com,1503
İNANÇ,YAŞAR,Türk Telekom,İnsan Kaynakları,İstanbul,11 Ağustos 1983,7930,5071337574,yaşar.inanç@yahoo.com,1504
HALİL,DURUK,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,07 Ekim 1984,9213,5548848593,halilduruk@yandex.com,1505
ÖZGE,ŞAHİN,Vodafone,Yazılım Geliştirme,İstanbul,12 Ağustos 1985,5882,5428520025,şahinözge@outlook.com,1506
HASAN,AVŞAR,Türk Telekom,Müşteri İlişkileri ve Satış,Kocaeli,25 Nisan 1974,10463,5516889176,hasan.avşar@gmail.com,1507
PINAR,ÖZASLAN,Türk Telekom,Yazılım Geliştirme,İstanbul,04 Nisan 1982,9988,5547758321,özaslanpinar@yandex.com,1508
AYŞE,HÜSEYİNOĞLU,Vodafone,Yazılım Geliştirme,Ankara,07 Nisan 1992,4585,5476279604,hüseyinoğluayşe@yandex.com,1509
AYŞE,BOZKURT,Türk Telekom,Yazılım Geliştirme,Ankara,30 Nisan 1982,10168,5523975843,bozkurtayşe@hotmail.com,1510
HALİL,KÜÇÜKYILDIZ,Türk Telekom,Mali İşler,Ankara,16 Şubat 1990,4264,5566155792,halil.küçükyildiz@yandex.com,1511
CEM,MENEKŞE,Sabit,İnsan Kaynakları,İstanbul,26 Aralık 1986,5418,2169143113,cem.menekşe@yahoo.com,1512
SEDA,TÜRE,Türkcell,Yazılım Geliştirme,Ankara,06 Mart 1988,5935,5368670318,türeseda@hotmail.com,1513
UMUT,OFLAZOĞLU,Vodafone,Yazılım Geliştirme,Kocaeli,23 Temmuz 1997,5189,5454143124,umut.oflazoğlu@gmail.com,1514
VOLKAN,AZAP,Vodafone,Mali İşler,Ankara,29 Mart 1989,4661,5466870997,volkan.azap@hotmail.com,1515
EMRAH,ZAİM,Vodafone,Müşteri İlişkileri ve Satış,İstanbul,02 Eylül 1996,4725,5473242236,zaimemrah@gmail.com,1516
NAGİHAN,DURAN,Vodafone,Yazılım Geliştirme,İstanbul,20 Şubat 1973,12341,5439022033,durannagihan@hotmail.com,1517
HÜSEYİN,AYDUĞAN,Sabit,Müşteri İlişkileri ve Satış,Ankara,31 Ağustos 1981,7967,3137881424,hüseyinayduğan@yandex.com,1518
MEHMET,KOTTAŞ,Türk Telekom,Yazılım Geliştirme,Kocaeli,10 Eylül 1986,8391,5543810846,mehmet.kottaş@gmail.com,1519
MİNE,BACAK,Vodafone,Müşteri İlişkileri ve Satış,Bursa,17 Şubat 1991,5299,5435957207,bacakmine@yandex.com,1520
GİZEM,AVCI,Türk Telekom,Müşteri İlişkileri ve Satış,Bursa,11 Aralık 1997,3227,5517157469,avcigizem@hotmail.com,1521
ÖMER,AYCAN,Türk Telekom,Yazılım Geliştirme,İstanbul,20 Nisan 1980,9113,5566973777,aycanömer@yandex.com,1522
TUĞBA,ÖZCAN,Türk Telekom,Yazılım Geliştirme,Ankara,21 Ocak 1973,18311,5075589410,tuğba.özcan@yahoo.com,1523
MERVE,ŞAHİN,Türk Telekom,Yazılım Geliştirme,Kocaeli,27 Kasım 1984,5031,5063747171,şahin.merve@gmail.com,1524
YÜCE,1,Vodafone,Yazılım Geliştirme,Ankara,14 Ağustos 1996,5508,5494697985,1.yüce@yahoo.com,1525
AYŞE,1,Türk Telekom,Yazılım Geliştirme,Kocaeli,03 Ağustos 1990,5859,5515209362,1.ayşe@yahoo.com,1526
AHMET,TOPÇU,Vodafone,Mali İşler,İstanbul,20 Haziran 1997,4962,5419335846,ahmet_topçu@yandex.com,1527
MERVE,KARLI,Türk Telekom,Yazılım Geliştirme,Ankara,24 Aralık 1992,6502,5064891083,karli.merve@gmail.com,1528
EMRE,ÖZDEMİR,Sabit,Yönetim,İstanbul,29 Ocak 1979,9386,2169544735,özdemir.emre@hotmail.com,1529
ERDİNÇ,EKEN,Vodafone,İnsan Kaynakları,Ankara,03 Temmuz 1985,8181,5414215053,erdinç.eken@yahoo.com,1530
NİLAY,KURT,Vodafone,Müşteri İlişkileri ve Satış,Bursa,11 Mayıs 1976,10027,5416818055,nilaykurt@hotmail.com,1531
BUŞRA,GÜRPINAR,Türk Telekom,Yazılım Geliştirme,Ankara,24 Ocak 1984,9745,5053410252,gürpinarbuşra@gmail.com,1532
ZÜHAL,CÖMERT,Türk Telekom,Yazılım Geliştirme,Ankara,22 Eylül 1973,17105,5556279821,cömertzühal@yandex.com,1533
CAFER,AK,Türk Telekom,Yazılım Geliştirme,Ankara,04 Nisan 1992,5897,5518271723,akcafer@gmail.com,1534
İLKER,KAÇER,Sabit,Yazılım Geliştirme,Kocaeli,27 Haziran 1969,16108,2621030706,kaçer.ilker@yahoo.com,1535
TURAN,KANDEMİR,Türk Telekom,Mali İşler,Ankara,11 Mart 1994,4852,5057227944,turan.kandemir@yandex.com,1536
RECEP,AYDIN,Vodafone,Yazılım Geliştirme,Ankara,19 Nisan 1993,5357,5463792280,recepaydin@hotmail.com,1537
EBRU,ONRAT,Vodafone,Yazılım Geliştirme,İstanbul,26 Mayıs 1993,7886,5456488708,ebru.onrat@yandex.com,1538
ÖMER,ELÇİÇEK,Vodafone,Mali İşler,İstanbul,01 Ocak 1974,11069,5488353785,elçiçekömer@hotmail.com,1539
MEHMET,YAKAR,Türk Telekom,Yazılım Geliştirme,Ankara,04 Aralık 1988,5641,5054145230,yakar.mehmet@yandex.com,1540
HİLAL,ADIGÜZEL,Türk Telekom,Yazılım Geliştirme,İstanbul,28 Ocak 1976,14051,5055648180,adigüzel.hilal@outlook.com,1541
NURHAN,ÖNDER,Vodafone,Yazılım Geliştirme,Ankara,07 Şubat 1984,9284,5413648839,öndernurhan@gmail.com,1542
YASEMİN,TEHLİ,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,04 Ekim 1991,3757,5054455459,tehliyasemin@hotmail.com,1543
NAGİHAN,OSMANCA,Türk Telekom,İnsan Kaynakları,İstanbul,05 Ocak 1981,13430,5056498990,nagihan.osmanca@gmail.com,1544
ALİ,USLUBAŞ,Vodafone,Müşteri İlişkileri ve Satış,Bursa,07 Kasım 1984,4118,5442902012,ali_uslubaş@yandex.com,1545
PINAR,GÖRÜNMEZ,Vodafone,Yazılım Geliştirme,Kocaeli,27 Mayıs 1981,10446,5488746800,görünmez.pinar@hotmail.com,1546
GİZEM,DAĞ,Vodafone,Yazılım Geliştirme,Kocaeli,10 Şubat 1986,8303,5456450538,dağgizem@gmail.com,1547
UYGAR,OLGEN,Sabit,Yazılım Geliştirme,Ankara,26 Mayıs 1973,18879,3134834941,olgen.uygar@hotmail.com,1548
SEFA,ATEŞ,Sabit,Yazılım Geliştirme,Bursa,08 Mart 1995,3807,2255164302,sefa.ateş@gmail.com,1549
NURULLAH,ÜZÜM,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,26 Ocak 1977,9764,5549514363,üzüm.nurullah@hotmail.com,1550
GİZEM,ÖZCANLI,Vodafone,Yazılım Geliştirme,İstanbul,11 Ekim 1979,10575,5439852666,gizem.özcanli@yandex.com,1551
SEVAL,ŞEKERLER,Türk Telekom,Yazılım Geliştirme,Ankara,19 Nisan 1983,8181,5536904464,şekerler.seval@yandex.com,1552
ŞERİF,BAKLACI,Türk Telekom,Yazılım Geliştirme,Bursa,17 Ocak 1974,11893,5557766004,baklacişerif@yandex.com,1553
BERFU,ÇINKIT,Türk Telekom,Müşteri İlişkileri ve Satış,Bursa,10 Nisan 1997,3929,5075977989,berfu.çinkit@outlook.com,1554
SEMİH,BAŞCI,Sabit,Yazılım Geliştirme,İstanbul,01 Mayıs 1984,8086,2162265456,başci.semih@hotmail.com,1555
SIDDIKA,KESGİN,Vodafone,Yazılım Geliştirme,İstanbul,01 Ağustos 1990,7785,5493463225,siddikakesgin@gmail.com,1556
TUĞBA,GÖDE,Vodafone,Yazılım Geliştirme,Kocaeli,12 Şubat 1986,6646,5495676814,gödetuğba@yahoo.com,1557
İRFAN,ŞENTÜRK,Vodafone,Yazılım Geliştirme,İstanbul,31 Ekim 1983,11966,5493225149,irfan.şentürk@yahoo.com,1558
FAHRİ,BİLGİÇ,Sabit,Yazılım Geliştirme,İstanbul,21 Haziran 1987,8794,2162190617,fahri.bilgiç@hotmail.com,1559
CANSU,ÇETİN,Türk Telekom,Mali İşler,İstanbul,04 Temmuz 1986,5279,5073064400,çetincansu@gmail.com,1560
PETEK,ŞARLAK,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,30 Kasım 1990,3404,5554418511,petek.şarlak@gmail.com,1561
ELİF,KERİMOĞLU,Vodafone,Yazılım Geliştirme,İstanbul,07 Ocak 1993,6175,5466648172,elif.kerimoğlu@hotmail.com,1562
CEM,SELİM,Türk Telekom,Yazılım Geliştirme,Kocaeli,23 Nisan 1978,14955,5058375691,cem.selim@yahoo.com,1563
EMRAH,YILDIZOĞLU,Türk Telekom,Yazılım Geliştirme,İstanbul,15 Kasım 1976,10947,5522187913,emrah.yildizoğlu@yandex.com,1564
BÜŞRA,BULUÇ,Vodafone,Yazılım Geliştirme,İstanbul,07 Aralık 1990,4554,5476190153,büşra.buluç@outlook.com,1565
NAFİZ,DEDE,Sabit,Müşteri İlişkileri ve Satış,Bursa,21 Aralık 1989,4656,2258879089,nafiz_dede@hotmail.com,1566
ŞEYMA,YAVUZ,Türkcell,Yazılım Geliştirme,Kocaeli,23 Şubat 1986,6672,5369918781,yavuz.şeyma@hotmail.com,1567
EKREM,KÖROĞLU,Vodafone,İnsan Kaynakları,İstanbul,26 Ocak 1989,5913,5431753948,köroğlu.ekrem@gmail.com,1568
YASEMİN,KOCUBEYOĞLU,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,13 Ağustos 1994,3080,5535750200,yasemin.kocubeyoğlu@hotmail.com,1569
AYŞE,KARALAR,Vodafone,Yazılım Geliştirme,İstanbul,22 Nisan 1990,6587,5472380751,ayşe.karalar@hotmail.com,1570
ÇAĞRI,ERDOĞAN,Vodafone,Yazılım Geliştirme,İstanbul,22 Mayıs 1996,4812,5454872046,erdoğan.çağri@yandex.com,1571
MEHMET,ÇOPUR,Türkcell,Mali İşler,İstanbul,20 Haziran 1978,14882,5322057682,mehmet.çopur@hotmail.com,1572
ÖMER,EYİSOY,Türk Telekom,Yazılım Geliştirme,İstanbul,18 Temmuz 1979,9219,5537008160,eyisoyömer@yahoo.com,1573
REYHAN,ÜSTÜNDAĞ,Türkcell,Yazılım Geliştirme,Kocaeli,19 Mayıs 1984,8445,5396931237,reyhan.üstündağ@gmail.com,1574
HÜSEYİN,KILAVUZ,Vodafone,Mali İşler,İstanbul,27 Aralık 1975,13023,5467490696,kilavuz.hüseyin@hotmail.com,1575
ÖZGE,YÜCEL,Türk Telekom,Yazılım Geliştirme,İstanbul,04 Ekim 1986,8081,5518794476,özgeyücel@hotmail.com,1576
DERYA,ÖKTEM,Türk Telekom,Yazılım Geliştirme,İstanbul,14 Mart 1980,7134,5535286773,öktemderya@hotmail.com,1577
MUSTAFA,YAŞAN,Türk Telekom,Yazılım Geliştirme,İstanbul,17 Nisan 1991,6135,5544325228,mustafa.yaşan@yandex.com,1578
ESMA,USLU,Türk Telekom,Yazılım Geliştirme,Ankara,03 Ocak 1987,8003,5555082777,usluesma@hotmail.com,1579
ÖZLEM,BOZOĞLU,Türk Telekom,Yazılım Geliştirme,İstanbul,31 Ocak 1996,5529,5076337747,bozoğlu_özlem@hotmail.com,1580
GÖZDE,GÜLTEKİN,Türk Telekom,İnsan Kaynakları,Bursa,30 Kasım 1979,13350,5557324067,gültekin.gözde@hotmail.com,1581
SELİM,KOCASARAÇ,Sabit,Yazılım Geliştirme,İstanbul,23 Haziran 1982,10743,2168432809,selim_kocasaraç@yandex.com,1582
EMİNE,DURAN,Vodafone,Yazılım Geliştirme,Ankara,02 Mart 1983,8266,5418659949,emine.duran@yahoo.com,1583
ÇİĞDEM,ALĞAN,Türk Telekom,İnsan Kaynakları,Kocaeli,15 Nisan 1990,5667,5061151357,alğan_çiğdem@yahoo.com,1584
ŞERİFE,ERDAL,Türk Telekom,Mali İşler,İstanbul,14 Temmuz 1988,6344,5527402639,şerife_erdal@yandex.com,1585
NEFİSE,KAYKA,Türk Telekom,Yazılım Geliştirme,İstanbul,11 Mart 1977,12878,5057893065,nefise_kayka@yandex.com,1586
TAYFUN,BACAKSIZ,Türk Telekom,Yazılım Geliştirme,Bursa,23 Temmuz 1990,6004,5549794600,bacaksiz.tayfun@yandex.com,1587
PELİN,ÜNALAN,Sabit,Müşteri İlişkileri ve Satış,Kocaeli,13 Ocak 1991,3707,2638004666,pelin.ünalan@gmail.com,1588
ÖZGE,CAN,Sabit,Yazılım Geliştirme,Kocaeli,06 Mayıs 1980,9185,2635881639,özgecan@yahoo.com,1589
KADER,ZEYBEK,Vodafone,Yazılım Geliştirme,Kocaeli,29 Haziran 1987,9812,5498741255,zeybekkader@gmail.com,1590
BELGİN,KILIÇ,Vodafone,Yönetim,Kocaeli,25 Haziran 1973,22440,5497818518,belgin.kiliç@hotmail.com,1591
ABDULAZİZ,TEMİZ,Vodafone,Yazılım Geliştirme,Bursa,09 Aralık 1983,7462,5484269710,abdulaziztemiz@yahoo.com,1592
EMEL,KARAKAŞ,Türk Telekom,Yazılım Geliştirme,Ankara,29 Ağustos 1992,4465,5054509911,emelkarakaş@yahoo.com,1593
NUR,OĞUZ,Vodafone,Yazılım Geliştirme,Ankara,13 Temmuz 1992,4261,5425042681,oğuznur@yahoo.com,1594
BURCU,AYIK,Türk Telekom,Yazılım Geliştirme,İstanbul,22 Mart 1995,4893,5545856490,burcu.ayik@gmail.com,1595
CEYDA,ETLEÇ,Sabit,Yazılım Geliştirme,Ankara,03 Şubat 1998,5641,3133568567,etleçceyda@outlook.com,1596
VEHBİ,PEHLİVAN,Türk Telekom,Mali İşler,İstanbul,22 Nisan 1981,9567,5054885315,vehbi.pehlivan@hotmail.com,1597
RAHİME,COŞAR,Türk Telekom,Yazılım Geliştirme,Kocaeli,09 Ekim 1980,11019,5547890738,coşarrahime@hotmail.com,1598
ALİ,KAHYA,Türk Telekom,Yazılım Geliştirme,Ankara,16 Haziran 1994,5238,5541504113,ali.kahya@yahoo.com,1599
DENİZ,ÇETİN,Sabit,Yazılım Geliştirme,İstanbul,12 Ekim 1986,7078,2169443244,denizçetin@yahoo.com,1600
MUHAMMED,ATALAY,Vodafone,Müşteri İlişkileri ve Satış,İstanbul,25 Ekim 1997,4675,5437985775,muhammed_atalay@hotmail.com,1601
EMRE,YALÇIN,Türk Telekom,Yazılım Geliştirme,Bursa,20 Temmuz 1984,8720,5513936237,yalçin.emre@yandex.com,1602
HASAN,UFACIK,Sabit,Mali İşler,Ankara,19 Eylül 1983,7564,3129078053,hasanufacik@hotmail.com,1603
ÜBEYDULLAH,DURMAZ,Vodafone,Yönetim,İstanbul,03 Mart 1974,10566,5497515009,durmazübeydullah@yandex.com,1604
EYÜP,TURMUŞ,Vodafone,Yazılım Geliştirme,Ankara,07 Ekim 1976,13823,5424501264,turmuşeyüp@hotmail.com,1605
KÜBRA,ÇİLESİZ,Vodafone,Yazılım Geliştirme,İstanbul,12 Mayıs 1995,5295,5448067936,çilesizkübra@gmail.com,1606
İTİBAR,CANPOLAT,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,19 Haziran 1996,3908,5078232835,canpolatitibar@gmail.com,1607
MUSTAFA,ÖZDEMİR,Vodafone,Yazılım Geliştirme,İstanbul,21 Ağustos 1993,5048,5445999258,mustafa_özdemir@yandex.com,1608
TUBA,KORUCU,Türkcell,Müşteri İlişkileri ve Satış,İstanbul,09 Nisan 1979,8619,5369419053,tuba.korucu@yandex.com,1609
NURDAN,ÇOBAN,Sabit,Yazılım Geliştirme,Ankara,12 Nisan 1993,6462,3134358272,çoban.nurdan@outlook.com,1610
HATİCE,TUNCER,Vodafone,Mali İşler,Ankara,29 Ocak 1990,4117,5465262041,tuncerhatice@gmail.com,1611
BÜŞRA,YALÇIN,Türk Telekom,Mali İşler,Ankara,21 Ekim 1995,4680,5062378051,büşra.yalçin@gmail.com,1612
ZEHRA,GÖKTAŞ,Vodafone,Müşteri İlişkileri ve Satış,İstanbul,05 Nisan 1974,8604,5434044962,zehra.göktaş@hotmail.com,1613
CANAN,DEMİRDAĞ,Vodafone,Müşteri İlişkileri ve Satış,Kocaeli,10 Ocak 1985,7263,5482092692,canan.demirdağ@hotmail.com,1614
OSMAN,KAYA,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,03 Eylül 1985,8472,5054074822,osman.kaya@hotmail.com,1615
TUBA,POLAT,Türk Telekom,Yazılım Geliştirme,İstanbul,21 Ağustos 1984,5572,5546353605,polat_tuba@gmail.com,1616
FARİS,GÖZCÜ,Vodafone,Yazılım Geliştirme,Bursa,14 Temmuz 1989,6505,5412178416,gözcü.faris@hotmail.com,1617
AYHAN,ÇELİK,Türk Telekom,Yazılım Geliştirme,İstanbul,12 Temmuz 1990,5893,5552163058,çelikayhan@yandex.com,1618
TURĞUT,BOZAN,Vodafone,Yazılım Geliştirme,Ankara,04 Ekim 1985,9341,5418880792,turğutbozan@yahoo.com,1619
ONUR,KAYA,Türk Telekom,Yazılım Geliştirme,İstanbul,23 Mayıs 1980,7510,5066764538,onur_kaya@hotmail.com,1620
MERVE,İNANMAZ,Türk Telekom,Mali İşler,Ankara,02 Haziran 1992,5806,5556137669,merveinanmaz@yahoo.com,1621
HİDAYET,AKSÖZ,Vodafone,Mali İşler,İstanbul,03 Haziran 1996,3651,5429351429,aksöz.hidayet@yandex.com,1622
TUBA,KURT,Türk Telekom,Mali İşler,Ankara,03 Nisan 1989,4231,5557568969,tuba.kurt@yahoo.com,1623
ABDULKERİM,BAŞARAN,Vodafone,Müşteri İlişkileri ve Satış,Bursa,03 Nisan 1992,3373,5414712047,başaranabdulkerim@hotmail.com,1624
MUHAMMED,DEMİRTAŞ,Türkcell,Yazılım Geliştirme,İstanbul,23 Şubat 1992,4369,5329884387,muhammed.demirtaş@hotmail.com,1625
DİLEK,TUNÇ,Vodafone,Mali İşler,İstanbul,13 Kasım 1987,5052,5462398259,dilektunç@hotmail.com,1626
ARDA,YAŞİT,Vodafone,Yazılım Geliştirme,Ankara,12 Aralık 1995,4642,5466685032,yaşitarda@hotmail.com,1627
FAİK,ÇELİK,Türk Telekom,Yazılım Geliştirme,İstanbul,10 Ağustos 1986,8919,5528605469,faik_çelik@yahoo.com,1628
HALİL,ÖZDEMİR,Türk Telekom,İnsan Kaynakları,Bursa,10 Mayıs 1992,4759,5567979563,özdemirhalil@yandex.com,1629
HASAN,GÜMÜŞÇÜ,Türk Telekom,Yazılım Geliştirme,İstanbul,21 Eylül 1998,3735,5529683210,gümüşçü.hasan@yandex.com,1630
SEMA,GÖKKOCA,Türkcell,Müşteri İlişkileri ve Satış,Bursa,13 Ocak 1984,5648,5393768967,gökkoca.sema@hotmail.com,1631
MUSA,DEMİRKAPI,Türk Telekom,Yazılım Geliştirme,Kocaeli,05 Mayıs 1978,12701,5051250483,musademirkapi@hotmail.com,1632
AYŞEGÜL,KARACA,Vodafone,Mali İşler,İstanbul,12 Eylül 1984,5788,5471084057,ayşegülkaraca@yandex.com,1633
BÜŞRA,ÇEVİRGEN,Vodafone,Yazılım Geliştirme,İstanbul,28 Ocak 1993,7248,5495136604,çevirgenbüşra@yahoo.com,1634
ZEYNEP,DÜNDAR,Türk Telekom,Yazılım Geliştirme,İstanbul,08 Şubat 1980,9831,5567358619,zeynep.dündar@hotmail.com,1635
METİN,KARAGÖZ,Türk Telekom,Mali İşler,Ankara,01 Aralık 1980,6434,5513156187,metin.karagöz@yandex.com,1636
CİHAN,ŞAHAN,Vodafone,Müşteri İlişkileri ve Satış,Ankara,26 Haziran 1989,4072,5459498325,şahan.cihan@yahoo.com,1637
MERAL,ELÇİ,Vodafone,Yazılım Geliştirme,Ankara,10 Mayıs 1991,7944,5413112302,elçimeral@hotmail.com,1638
HİLAL,ATİLA,Vodafone,Yazılım Geliştirme,Kocaeli,06 Kasım 1980,10213,5469273958,hilal.atila@hotmail.com,1639
DİDEM,ALBOĞA,Vodafone,Müşteri İlişkileri ve Satış,İstanbul,09 Ocak 1988,4157,5483108889,didem.alboğa@yahoo.com,1640
İSMAİL,AKTAŞ,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,04 Kasım 1986,5583,5052533121,ismailaktaş@yahoo.com,1641
HASAN,ASIG,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,15 Kasım 1990,5785,5552793132,hasanasig@hotmail.com,1642
MEHMET,AKKAN,Türkcell,Yazılım Geliştirme,İstanbul,26 Mayıs 1979,8845,5399234977,mehmet_akkan@yandex.com,1643
FATİH,AYDIN,Türk Telekom,Yazılım Geliştirme,İstanbul,29 Aralık 1979,8081,5073206747,fatihaydin@yandex.com,1644
CEM,ATEŞ,Vodafone,Mali İşler,İstanbul,21 Aralık 1974,14487,5467013900,ateş.cem@hotmail.com,1645
